shipment_id,event_time,period_date,origin_city,origin_state,destination_city,destination_state,mode,distance_km,weight_tons,sku,quantity,supplier_id,facility_id,urgent_flag
SHP_42DC10445A,2026-02-24T06:48:27.567271Z,2026-02-24,Pune,MH,Bengaluru,KA,air,1429,13.78,SKU_PLASTIC,100.59,SUP_MAH_002,FAC_CHN_01,True
SHP_62EF8CB9AE,2026-02-24T06:48:29.582817Z,2026-02-24,Pune,MH,Jaipur,RJ,road,1386,10.62,SKU_GEARBOX,101.19,SUP_TAT_001,FAC_PUNE_01,False
SHP_5E2E36DAE1,2026-02-24T06:48:31.590111Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,road,1122,14.39,SKU_STEEL,36.2,SUP_TAT_001,FAC_PUNE_01,False
SHP_1646DB9451,2026-02-24T06:48:33.597622Z,2026-02-24,Kolkata,WB,Delhi,DL,rail,1500,4.57,SKU_STEEL,83.62,SUP_GUJ_003,FAC_CHN_01,False
SHP_C93AF99BDD,2026-02-24T06:48:35.603714Z,2026-02-24,Delhi,DL,Chennai,TN,rail,1171,13.34,SKU_MOTOR,174.53,SUP_TAT_001,FAC_MUM_01,False
SHP_C56DBE7AB0,2026-02-24T06:48:37.614020Z,2026-02-24,Mumbai,MH,Chennai,TN,road,1788,9.21,SKU_GEARBOX,166.28,SUP_TN_004,FAC_CHN_01,False
SHP_DC0DB1F187,2026-02-24T06:48:39.620626Z,2026-02-24,Mumbai,MH,Hyderabad,TS,rail,1527,7.59,SKU_GEARBOX,29.72,SUP_MAH_002,FAC_CHN_01,False
SHP_8BF293314F,2026-02-24T06:48:41.628690Z,2026-02-24,Bengaluru,KA,Jaipur,RJ,road,497,3.67,SKU_GEARBOX,64.67,SUP_TAT_001,FAC_BLR_01,False
SHP_B17D4CED1E,2026-02-24T06:48:43.634373Z,2026-02-24,Delhi,DL,Kolkata,WB,sea,1500,15.98,SKU_PLASTIC,102.61,SUP_TAT_001,FAC_CHN_01,True
SHP_A56B382089,2026-02-24T06:48:45.643921Z,2026-02-24,Kolkata,WB,Mumbai,MH,road,644,16.96,SKU_MOTOR,170.87,SUP_MAH_002,FAC_MUM_01,False
SHP_AA8DFCD3C3,2026-02-24T06:48:47.650613Z,2026-02-24,Ahmedabad,GJ,Delhi,DL,rail,735,16.85,SKU_BEARING,191.69,SUP_TN_004,FAC_CHN_01,False
SHP_11F0E7A7A8,2026-02-24T06:48:49.659778Z,2026-02-24,Bengaluru,KA,Delhi,DL,road,326,14.82,SKU_PLASTIC,48.64,SUP_GUJ_003,FAC_MUM_01,False
SHP_6F3C33DED1,2026-02-24T06:48:51.667365Z,2026-02-24,Ahmedabad,GJ,Pune,MH,sea,816,10.59,SKU_MOTOR,115.58,SUP_TAT_001,FAC_MUM_01,False
SHP_969BF28043,2026-02-24T06:48:53.674004Z,2026-02-24,Delhi,DL,Chennai,TN,road,487,17.45,SKU_STEEL,114.66,SUP_MAH_002,FAC_PUNE_01,False
SHP_213938C2E5,2026-02-24T06:48:55.679854Z,2026-02-24,Kolkata,WB,Delhi,DL,road,1500,11.93,SKU_BEARING,96.11,SUP_MAH_002,FAC_MUM_01,False
SHP_17061C7080,2026-02-24T06:48:57.686209Z,2026-02-24,Kolkata,WB,Bengaluru,KA,road,1674,8.38,SKU_MOTOR,107.21,SUP_MAH_002,FAC_MUM_01,False
SHP_DF84B4A881,2026-02-24T06:48:59.694053Z,2026-02-24,Jaipur,RJ,Kolkata,WB,sea,318,2.5,SKU_STEEL,187.1,SUP_TAT_001,FAC_CHN_01,False
SHP_D09877BEC0,2026-02-24T06:49:01.698322Z,2026-02-24,Pune,MH,Mumbai,MH,road,150,2.75,SKU_GEARBOX,99.84,SUP_TAT_001,FAC_CHN_01,False
SHP_9E931F317F,2026-02-24T06:49:03.732018Z,2026-02-24,Hyderabad,TS,Delhi,DL,rail,538,12.32,SKU_GEARBOX,61.94,SUP_TAT_001,FAC_BLR_01,False
SHP_593C59C3F8,2026-02-24T06:49:05.761886Z,2026-02-24,Mumbai,MH,Hyderabad,TS,road,370,16.64,SKU_STEEL,122.96,SUP_GUJ_003,FAC_CHN_01,False
SHP_8F6B6978F6,2026-02-24T06:49:07.767389Z,2026-02-24,Jaipur,RJ,Ahmedabad,GJ,rail,1198,12.41,SKU_BEARING,63.25,SUP_MAH_002,FAC_CHN_01,False
SHP_DB2365EC1E,2026-02-24T06:49:09.780959Z,2026-02-24,Ahmedabad,GJ,Jaipur,RJ,road,728,6.05,SKU_PLASTIC,92.98,SUP_GUJ_003,FAC_MUM_01,False
SHP_27A35759EE,2026-02-24T06:49:11.790919Z,2026-02-24,Bengaluru,KA,Ahmedabad,GJ,road,1090,9.38,SKU_MOTOR,147.67,SUP_TN_004,FAC_MUM_01,False
SHP_73DA8FC4B6,2026-02-24T06:49:13.797703Z,2026-02-24,Delhi,DL,Ahmedabad,GJ,road,1777,14.67,SKU_GEARBOX,37.95,SUP_MAH_002,FAC_MUM_01,False
SHP_88E8DC3D32,2026-02-24T06:49:15.804569Z,2026-02-24,Jaipur,RJ,Pune,MH,road,1584,3.13,SKU_MOTOR,35.83,SUP_TAT_001,FAC_CHN_01,False
SHP_0FA509C0C7,2026-02-24T06:49:17.812123Z,2026-02-24,Delhi,DL,Mumbai,MH,road,1420,7.42,SKU_GEARBOX,29.23,SUP_MAH_002,FAC_CHN_01,True
SHP_B802B31AC3,2026-02-24T06:49:19.819602Z,2026-02-24,Jaipur,RJ,Kolkata,WB,road,1712,15.88,SKU_BEARING,137.41,SUP_TN_004,FAC_MUM_01,False
SHP_D42A17CAB7,2026-02-24T06:49:21.823220Z,2026-02-24,Pune,MH,Jaipur,RJ,rail,1330,4.35,SKU_STEEL,69.97,SUP_TAT_001,FAC_MUM_01,False
SHP_4437661CDB,2026-02-24T06:49:23.829319Z,2026-02-24,Jaipur,RJ,Mumbai,MH,road,1498,3.44,SKU_BEARING,171.56,SUP_MAH_002,FAC_MUM_01,False
SHP_85BE420BBE,2026-02-24T06:49:25.837918Z,2026-02-24,Ahmedabad,GJ,Delhi,DL,road,1671,11.85,SKU_PLASTIC,154.92,SUP_TAT_001,FAC_MUM_01,False
SHP_64D614D69B,2026-02-24T06:49:27.845819Z,2026-02-24,Chennai,TN,Pune,MH,road,888,14.43,SKU_PLASTIC,32.57,SUP_TN_004,FAC_CHN_01,False
SHP_3B1FF8DE4B,2026-02-24T06:49:29.859388Z,2026-02-24,Pune,MH,Chennai,TN,rail,690,3.35,SKU_MOTOR,93.45,SUP_MAH_002,FAC_CHN_01,False
SHP_1F31E9EBCE,2026-02-24T06:49:31.858839Z,2026-02-24,Mumbai,MH,Ahmedabad,GJ,rail,530,16.83,SKU_GEARBOX,96.87,SUP_MAH_002,FAC_BLR_01,False
SHP_A442E576A0,2026-02-24T06:49:33.866499Z,2026-02-24,Kolkata,WB,Jaipur,RJ,road,1089,4.29,SKU_STEEL,189.65,SUP_TN_004,FAC_MUM_01,False
SHP_D7C8A583BA,2026-02-24T06:49:35.873898Z,2026-02-24,Ahmedabad,GJ,Pune,MH,road,918,9.75,SKU_BEARING,42.86,SUP_MAH_002,FAC_CHN_01,False
SHP_668BE0275A,2026-02-24T06:49:37.879416Z,2026-02-24,Pune,MH,Kolkata,WB,road,1007,3.68,SKU_PLASTIC,92.38,SUP_MAH_002,FAC_PUNE_01,True
SHP_4B50B381C3,2026-02-24T06:49:39.888335Z,2026-02-24,Ahmedabad,GJ,Hyderabad,TS,road,1645,11.39,SKU_GEARBOX,187.95,SUP_GUJ_003,FAC_PUNE_01,False
SHP_653A7C4993,2026-02-24T06:49:41.893153Z,2026-02-24,Pune,MH,Mumbai,MH,road,150,13.62,SKU_PLASTIC,140.94,SUP_TAT_001,FAC_PUNE_01,False
SHP_30D130A235,2026-02-24T06:49:43.897986Z,2026-02-24,Mumbai,MH,Ahmedabad,GJ,road,530,10.19,SKU_BEARING,144.55,SUP_MAH_002,FAC_PUNE_01,False
SHP_AE1FBF04D9,2026-02-24T06:49:45.902389Z,2026-02-24,Bengaluru,KA,Pune,MH,road,1639,2.36,SKU_GEARBOX,176.93,SUP_TN_004,FAC_MUM_01,False
SHP_B4C1438E80,2026-02-24T06:49:47.909683Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,road,312,4.31,SKU_MOTOR,100.75,SUP_GUJ_003,FAC_BLR_01,False
SHP_DA7F77C0C9,2026-02-24T06:49:49.921315Z,2026-02-24,Bengaluru,KA,Mumbai,MH,sea,985,2.73,SKU_BEARING,91.99,SUP_GUJ_003,FAC_PUNE_01,True
SHP_7EDDFDBBCF,2026-02-24T06:49:51.927419Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,sea,530,8.94,SKU_PLASTIC,76.15,SUP_TAT_001,FAC_MUM_01,True
SHP_3976F2ABA3,2026-02-24T06:49:53.937381Z,2026-02-24,Bengaluru,KA,Hyderabad,TS,road,570,14.63,SKU_PLASTIC,160.92,SUP_MAH_002,FAC_CHN_01,False
SHP_83A5061D6A,2026-02-24T06:49:55.945704Z,2026-02-24,Kolkata,WB,Mumbai,MH,road,1092,4.14,SKU_PLASTIC,86.67,SUP_MAH_002,FAC_BLR_01,True
SHP_476442ECF5,2026-02-24T06:49:57.951387Z,2026-02-24,Bengaluru,KA,Kolkata,WB,road,1250,10.07,SKU_MOTOR,156.64,SUP_MAH_002,FAC_BLR_01,False
SHP_4254AD0D5F,2026-02-24T06:49:59.963131Z,2026-02-24,Jaipur,RJ,Pune,MH,road,896,14.95,SKU_BEARING,143.12,SUP_TAT_001,FAC_CHN_01,False
SHP_17BA80C27E,2026-02-24T06:50:01.971796Z,2026-02-24,Ahmedabad,GJ,Pune,MH,road,1566,2.22,SKU_MOTOR,198.73,SUP_MAH_002,FAC_BLR_01,False
SHP_77F7238D08,2026-02-24T06:50:03.977944Z,2026-02-24,Kolkata,WB,Hyderabad,TS,rail,580,7.29,SKU_MOTOR,49.02,SUP_GUJ_003,FAC_MUM_01,False
SHP_E9BAF1757B,2026-02-24T06:50:05.984794Z,2026-02-24,Delhi,DL,Mumbai,MH,rail,1420,5.47,SKU_BEARING,198.02,SUP_MAH_002,FAC_MUM_01,False
SHP_3F16823F10,2026-02-24T06:50:08.010271Z,2026-02-24,Bengaluru,KA,Kolkata,WB,road,1253,13.4,SKU_GEARBOX,166.64,SUP_MAH_002,FAC_MUM_01,False
SHP_12C24D526B,2026-02-24T06:50:10.025163Z,2026-02-24,Jaipur,RJ,Ahmedabad,GJ,road,1749,16.76,SKU_MOTOR,162.78,SUP_TN_004,FAC_BLR_01,False
SHP_C5193DEEB0,2026-02-24T06:50:12.042494Z,2026-02-24,Delhi,DL,Ahmedabad,GJ,road,1133,3.93,SKU_MOTOR,52.24,SUP_TAT_001,FAC_CHN_01,False
SHP_5EBE70D825,2026-02-24T06:50:14.054125Z,2026-02-24,Delhi,DL,Kolkata,WB,road,1500,12.15,SKU_BEARING,134.88,SUP_TAT_001,FAC_BLR_01,False
SHP_F3C5504787,2026-02-24T06:50:16.065629Z,2026-02-24,Jaipur,RJ,Delhi,DL,road,280,17.61,SKU_PLASTIC,115.14,SUP_TAT_001,FAC_CHN_01,False
SHP_93BFF14CBB,2026-02-24T06:50:18.071111Z,2026-02-24,Jaipur,RJ,Chennai,TN,road,909,14.29,SKU_PLASTIC,43.02,SUP_TN_004,FAC_CHN_01,False
SHP_295F657BC3,2026-02-24T06:50:20.081892Z,2026-02-24,Jaipur,RJ,Chennai,TN,road,1625,13.21,SKU_PLASTIC,30.16,SUP_GUJ_003,FAC_MUM_01,False
SHP_67BC58005E,2026-02-24T06:50:22.091781Z,2026-02-24,Bengaluru,KA,Pune,MH,rail,388,7.4,SKU_BEARING,171.74,SUP_MAH_002,FAC_MUM_01,False
SHP_2C6768D13F,2026-02-24T06:50:24.099987Z,2026-02-24,Bengaluru,KA,Pune,MH,road,1792,10.08,SKU_PLASTIC,70.07,SUP_TN_004,FAC_MUM_01,False
SHP_DDCEC6A6EE,2026-02-24T06:50:26.110275Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,air,592,7.16,SKU_MOTOR,32.18,SUP_MAH_002,FAC_PUNE_01,True
SHP_51A633F463,2026-02-24T06:50:28.124407Z,2026-02-24,Delhi,DL,Hyderabad,TS,air,573,3.25,SKU_STEEL,139.35,SUP_GUJ_003,FAC_BLR_01,True
SHP_6DC2543DC7,2026-02-24T06:50:30.142310Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,sea,1706,8.05,SKU_PLASTIC,140.04,SUP_MAH_002,FAC_PUNE_01,False
SHP_652BD162DD,2026-02-24T06:50:32.148211Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,road,570,13.55,SKU_BEARING,158.91,SUP_TN_004,FAC_BLR_01,False
SHP_A5FB6AD761,2026-02-24T06:50:34.157007Z,2026-02-24,Delhi,DL,Hyderabad,TS,road,977,13.06,SKU_STEEL,117.66,SUP_MAH_002,FAC_MUM_01,False
SHP_E3B99C45DF,2026-02-24T06:50:36.168829Z,2026-02-24,Kolkata,WB,Delhi,DL,road,1500,13.56,SKU_STEEL,80.01,SUP_MAH_002,FAC_CHN_01,False
SHP_FFE8ABF70B,2026-02-24T06:50:38.176665Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,sea,570,6.91,SKU_GEARBOX,122.97,SUP_GUJ_003,FAC_MUM_01,True
SHP_51AD357F67,2026-02-24T06:50:40.183407Z,2026-02-24,Pune,MH,Bengaluru,KA,road,991,4.43,SKU_MOTOR,172.06,SUP_GUJ_003,FAC_PUNE_01,False
SHP_CEFEE0E07B,2026-02-24T06:50:42.192753Z,2026-02-24,Delhi,DL,Mumbai,MH,road,1420,2.83,SKU_MOTOR,20.89,SUP_GUJ_003,FAC_MUM_01,False
SHP_C36C97180A,2026-02-24T06:50:44.199444Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,rail,323,11.82,SKU_GEARBOX,131.57,SUP_TAT_001,FAC_CHN_01,False
SHP_A1A7CA45BC,2026-02-24T06:50:46.212227Z,2026-02-24,Pune,MH,Hyderabad,TS,road,1102,6.21,SKU_BEARING,136.15,SUP_TN_004,FAC_CHN_01,False
SHP_63321B8EE9,2026-02-24T06:50:48.221487Z,2026-02-24,Jaipur,RJ,Delhi,DL,road,280,14.97,SKU_BEARING,185.24,SUP_MAH_002,FAC_BLR_01,False
SHP_89E5511D52,2026-02-24T06:50:50.229080Z,2026-02-24,Kolkata,WB,Delhi,DL,rail,1500,10.47,SKU_PLASTIC,119.1,SUP_GUJ_003,FAC_MUM_01,False
SHP_75E64289AC,2026-02-24T06:50:52.235731Z,2026-02-24,Jaipur,RJ,Bengaluru,KA,road,1281,4.54,SKU_BEARING,33.88,SUP_MAH_002,FAC_MUM_01,False
SHP_14A01FD53E,2026-02-24T06:50:54.247215Z,2026-02-24,Ahmedabad,GJ,Bengaluru,KA,road,1585,4.16,SKU_BEARING,120.75,SUP_TN_004,FAC_CHN_01,False
SHP_676C8F3454,2026-02-24T06:50:56.256379Z,2026-02-24,Jaipur,RJ,Kolkata,WB,road,806,15.48,SKU_PLASTIC,114.59,SUP_MAH_002,FAC_CHN_01,False
SHP_C509A05482,2026-02-24T06:50:58.265173Z,2026-02-24,Kolkata,WB,Delhi,DL,road,1500,13.11,SKU_STEEL,35.0,SUP_GUJ_003,FAC_MUM_01,False
SHP_D552D6B097,2026-02-24T06:51:00.278315Z,2026-02-24,Mumbai,MH,Chennai,TN,road,769,3.86,SKU_STEEL,76.69,SUP_TAT_001,FAC_CHN_01,False
SHP_5A26C0F188,2026-02-24T06:51:02.284042Z,2026-02-24,Jaipur,RJ,Pune,MH,road,544,8.35,SKU_MOTOR,121.16,SUP_TAT_001,FAC_MUM_01,True
SHP_1E3A941D53,2026-02-24T06:51:04.291619Z,2026-02-24,Hyderabad,TS,Mumbai,MH,road,985,13.44,SKU_MOTOR,155.5,SUP_TAT_001,FAC_PUNE_01,False
SHP_D4B3CC8C21,2026-02-24T06:51:06.298005Z,2026-02-24,Hyderabad,TS,Delhi,DL,rail,1682,10.72,SKU_MOTOR,100.73,SUP_MAH_002,FAC_PUNE_01,False
SHP_EFCC6D396C,2026-02-24T06:51:08.304032Z,2026-02-24,Jaipur,RJ,Mumbai,MH,sea,1519,10.92,SKU_STEEL,99.18,SUP_MAH_002,FAC_CHN_01,False
SHP_3E44690624,2026-02-24T06:51:10.314282Z,2026-02-24,Kolkata,WB,Jaipur,RJ,road,1048,6.74,SKU_BEARING,167.64,SUP_TN_004,FAC_CHN_01,False
SHP_F4853E8F6C,2026-02-24T06:51:12.319839Z,2026-02-24,Bengaluru,KA,Ahmedabad,GJ,road,1780,10.47,SKU_STEEL,181.32,SUP_TN_004,FAC_CHN_01,False
SHP_8BFC5B3B81,2026-02-24T06:51:14.329022Z,2026-02-24,Delhi,DL,Pune,MH,road,1420,10.53,SKU_BEARING,177.36,SUP_TN_004,FAC_PUNE_01,False
SHP_1FA19F1923,2026-02-24T06:51:16.378187Z,2026-02-24,Pune,MH,Mumbai,MH,rail,150,6.69,SKU_GEARBOX,55.27,SUP_TN_004,FAC_CHN_01,False
SHP_95965401C6,2026-02-24T06:51:18.387937Z,2026-02-24,Jaipur,RJ,Delhi,DL,road,280,9.44,SKU_MOTOR,98.04,SUP_TAT_001,FAC_MUM_01,False
SHP_4421A47C7A,2026-02-24T06:51:20.396537Z,2026-02-24,Kolkata,WB,Jaipur,RJ,rail,398,3.55,SKU_PLASTIC,124.79,SUP_MAH_002,FAC_MUM_01,False
SHP_7683E09C03,2026-02-24T06:51:22.401329Z,2026-02-24,Pune,MH,Delhi,DL,rail,1420,16.76,SKU_GEARBOX,194.75,SUP_MAH_002,FAC_PUNE_01,False
SHP_35DC32FC84,2026-02-24T06:51:24.405878Z,2026-02-24,Pune,MH,Jaipur,RJ,road,1556,15.87,SKU_GEARBOX,115.35,SUP_TAT_001,FAC_PUNE_01,True
SHP_91B80D856E,2026-02-24T06:51:26.410117Z,2026-02-24,Kolkata,WB,Delhi,DL,road,1500,4.89,SKU_GEARBOX,136.23,SUP_TAT_001,FAC_MUM_01,False
SHP_2AF1A5A151,2026-02-24T06:51:28.416165Z,2026-02-24,Delhi,DL,Bengaluru,KA,road,1729,12.14,SKU_MOTOR,177.77,SUP_GUJ_003,FAC_BLR_01,False
SHP_05C3D19596,2026-02-24T06:51:30.425587Z,2026-02-24,Pune,MH,Kolkata,WB,rail,1706,8.37,SKU_BEARING,18.49,SUP_MAH_002,FAC_PUNE_01,False
SHP_9CA366D9B2,2026-02-24T06:51:32.435028Z,2026-02-24,Chennai,TN,Jaipur,RJ,road,1547,4.67,SKU_PLASTIC,98.92,SUP_TN_004,FAC_BLR_01,False
SHP_E4CE04737D,2026-02-24T06:51:34.444807Z,2026-02-24,Chennai,TN,Bengaluru,KA,road,350,17.77,SKU_PLASTIC,171.69,SUP_GUJ_003,FAC_BLR_01,True
SHP_EABFBF6850,2026-02-24T06:51:36.454891Z,2026-02-24,Hyderabad,TS,Chennai,TN,road,1438,7.23,SKU_PLASTIC,14.69,SUP_MAH_002,FAC_CHN_01,False
SHP_6ACA77C93B,2026-02-24T06:51:38.464254Z,2026-02-24,Delhi,DL,Mumbai,MH,road,1420,14.65,SKU_STEEL,151.72,SUP_TAT_001,FAC_CHN_01,False
SHP_7F5D453BBC,2026-02-24T06:51:40.473279Z,2026-02-24,Kolkata,WB,Ahmedabad,GJ,sea,1548,2.41,SKU_PLASTIC,146.42,SUP_GUJ_003,FAC_PUNE_01,False
SHP_86AA553CB2,2026-02-24T06:51:42.481496Z,2026-02-24,Jaipur,RJ,Kolkata,WB,air,1584,5.01,SKU_MOTOR,142.31,SUP_TN_004,FAC_PUNE_01,True
SHP_0C77DBA2AD,2026-02-24T06:51:44.487433Z,2026-02-24,Mumbai,MH,Chennai,TN,road,1097,5.56,SKU_PLASTIC,12.84,SUP_TN_004,FAC_PUNE_01,False
SHP_92C378022C,2026-02-24T06:51:46.495146Z,2026-02-24,Ahmedabad,GJ,Jaipur,RJ,rail,659,16.11,SKU_BEARING,89.64,SUP_TAT_001,FAC_CHN_01,False
SHP_155D0C76D2,2026-02-24T06:51:48.503804Z,2026-02-24,Ahmedabad,GJ,Bengaluru,KA,road,1325,10.22,SKU_PLASTIC,111.17,SUP_TAT_001,FAC_BLR_01,False
SHP_452C6C9925,2026-02-24T06:51:50.520294Z,2026-02-24,Ahmedabad,GJ,Jaipur,RJ,air,693,10.25,SKU_BEARING,147.31,SUP_TN_004,FAC_MUM_01,True
SHP_FF534D301A,2026-02-24T06:52:34.215542Z,2026-02-24,Mumbai,MH,Bengaluru,KA,rail,985,8.53,SKU_BEARING,31.8,SUP_TN_004,FAC_PUNE_01,False
SHP_1F87955BE6,2026-02-24T06:52:36.220101Z,2026-02-24,Kolkata,WB,Ahmedabad,GJ,rail,503,14.58,SKU_MOTOR,96.78,SUP_GUJ_003,FAC_MUM_01,False
SHP_68AED7419B,2026-02-24T06:52:38.225914Z,2026-02-24,Jaipur,RJ,Hyderabad,TS,road,629,17.65,SKU_PLASTIC,183.76,SUP_MAH_002,FAC_PUNE_01,True
SHP_27D6053A40,2026-02-24T06:52:40.232756Z,2026-02-24,Delhi,DL,Ahmedabad,GJ,road,956,10.59,SKU_PLASTIC,166.09,SUP_MAH_002,FAC_PUNE_01,False
SHP_51E9139501,2026-02-24T06:52:42.240839Z,2026-02-24,Ahmedabad,GJ,Mumbai,MH,road,530,6.8,SKU_GEARBOX,174.29,SUP_TAT_001,FAC_MUM_01,False
SHP_84777E2389,2026-02-24T06:52:44.260580Z,2026-02-24,Ahmedabad,GJ,Hyderabad,TS,road,946,14.5,SKU_BEARING,106.06,SUP_GUJ_003,FAC_MUM_01,False
SHP_66AEA2C91B,2026-02-24T06:52:46.274432Z,2026-02-24,Pune,MH,Jaipur,RJ,rail,806,17.55,SKU_STEEL,139.38,SUP_TN_004,FAC_PUNE_01,False
SHP_A795B25643,2026-02-24T06:52:48.282395Z,2026-02-24,Bengaluru,KA,Delhi,DL,road,886,16.74,SKU_GEARBOX,183.49,SUP_TAT_001,FAC_CHN_01,False
SHP_E66B97C399,2026-02-24T06:52:50.288706Z,2026-02-24,Delhi,DL,Chennai,TN,road,1164,10.66,SKU_BEARING,136.55,SUP_GUJ_003,FAC_BLR_01,False
SHP_3243702BEF,2026-02-24T06:52:52.296030Z,2026-02-24,Delhi,DL,Pune,MH,road,1420,3.08,SKU_BEARING,194.65,SUP_GUJ_003,FAC_BLR_01,False
SHP_3A88E6B8F1,2026-02-24T06:52:54.299698Z,2026-02-24,Jaipur,RJ,Pune,MH,rail,505,10.38,SKU_GEARBOX,133.28,SUP_MAH_002,FAC_BLR_01,False
SHP_0B083AF08C,2026-02-24T06:52:56.308481Z,2026-02-24,Chennai,TN,Hyderabad,TS,road,1126,14.42,SKU_PLASTIC,195.6,SUP_TAT_001,FAC_CHN_01,False
SHP_7D2B0A3B93,2026-02-24T06:52:58.315049Z,2026-02-24,Delhi,DL,Bengaluru,KA,road,984,9.05,SKU_STEEL,14.93,SUP_GUJ_003,FAC_BLR_01,False
SHP_014C45DDA4,2026-02-24T06:53:00.322384Z,2026-02-24,Hyderabad,TS,Chennai,TN,rail,787,14.57,SKU_PLASTIC,75.68,SUP_MAH_002,FAC_CHN_01,False
SHP_831D5DCF70,2026-02-24T06:53:02.325699Z,2026-02-24,Hyderabad,TS,Kolkata,WB,sea,1704,9.57,SKU_MOTOR,99.54,SUP_GUJ_003,FAC_MUM_01,False
SHP_127AF790B3,2026-02-24T06:53:04.344246Z,2026-02-24,Delhi,DL,Bengaluru,KA,road,554,11.1,SKU_GEARBOX,167.92,SUP_TAT_001,FAC_MUM_01,False
SHP_EB8F258DDC,2026-02-24T06:53:06.352662Z,2026-02-24,Kolkata,WB,Jaipur,RJ,road,620,2.14,SKU_PLASTIC,171.03,SUP_MAH_002,FAC_MUM_01,False
SHP_B104852867,2026-02-24T06:53:08.360710Z,2026-02-24,Delhi,DL,Pune,MH,road,1420,16.57,SKU_PLASTIC,108.82,SUP_TAT_001,FAC_PUNE_01,False
SHP_EDD0138934,2026-02-24T06:53:10.369378Z,2026-02-24,Hyderabad,TS,Kolkata,WB,road,1624,13.99,SKU_BEARING,133.2,SUP_TN_004,FAC_MUM_01,False
SHP_D84F783D0E,2026-02-24T06:53:12.376152Z,2026-02-24,Bengaluru,KA,Delhi,DL,road,892,16.71,SKU_BEARING,61.92,SUP_TN_004,FAC_MUM_01,False
SHP_9A347C4240,2026-02-24T06:53:14.385599Z,2026-02-24,Jaipur,RJ,Bengaluru,KA,road,1467,13.67,SKU_GEARBOX,117.63,SUP_TN_004,FAC_CHN_01,False
SHP_F408EA1A78,2026-02-24T06:53:16.393912Z,2026-02-24,Hyderabad,TS,Bengaluru,KA,rail,570,16.14,SKU_BEARING,160.05,SUP_GUJ_003,FAC_CHN_01,False
SHP_3496390A7E,2026-02-24T07:04:15.403083Z,2026-02-24,Delhi,DL,Hyderabad,TS,rail,1516,14.11,SKU_BEARING,54.75,SUP_TN_004,FAC_CHN_01,False
SHP_316F24CCAF,2026-02-24T07:04:17.407954Z,2026-02-24,Kolkata,WB,Hyderabad,TS,sea,1414,8.17,SKU_STEEL,46.27,SUP_TN_004,FAC_PUNE_01,False
SHP_4A2ECB27A6,2026-02-24T07:04:19.414875Z,2026-02-24,Bengaluru,KA,Jaipur,RJ,road,710,7.85,SKU_MOTOR,92.97,SUP_GUJ_003,FAC_CHN_01,False
SHP_9576DA111B,2026-02-24T07:04:21.430716Z,2026-02-24,Pune,MH,Chennai,TN,road,1553,12.97,SKU_GEARBOX,70.7,SUP_TAT_001,FAC_MUM_01,False
SHP_AD9476FC88,2026-02-24T07:04:23.436750Z,2026-02-24,Bengaluru,KA,Chennai,TN,road,350,7.4,SKU_STEEL,79.09,SUP_GUJ_003,FAC_MUM_01,False
SHP_2CE22F2E2C,2026-02-24T07:04:25.451116Z,2026-02-24,Bengaluru,KA,Chennai,TN,road,350,13.65,SKU_MOTOR,33.92,SUP_MAH_002,FAC_PUNE_01,True
SHP_B88A580919,2026-02-24T07:04:27.454925Z,2026-02-24,Bengaluru,KA,Hyderabad,TS,road,570,17.04,SKU_STEEL,63.4,SUP_GUJ_003,FAC_CHN_01,False
SHP_4670341B00,2026-02-24T07:04:29.458986Z,2026-02-24,Pune,MH,Kolkata,WB,road,650,12.55,SKU_PLASTIC,157.56,SUP_TN_004,FAC_CHN_01,False
SHP_54E11DF571,2026-02-24T07:04:31.465369Z,2026-02-24,Chennai,TN,Hyderabad,TS,road,818,8.0,SKU_STEEL,179.52,SUP_TN_004,FAC_BLR_01,False
SHP_B62270EDCA,2026-02-24T07:04:33.487165Z,2026-02-24,Mumbai,MH,Jaipur,RJ,rail,419,8.36,SKU_MOTOR,11.35,SUP_GUJ_003,FAC_CHN_01,False
SHP_61D3A19CA6,2026-02-24T07:04:35.499882Z,2026-02-24,Ahmedabad,GJ,Chennai,TN,road,922,10.41,SKU_BEARING,108.32,SUP_MAH_002,FAC_MUM_01,False
SHP_F0AFA75CCC,2026-02-24T07:04:37.507881Z,2026-02-24,Mumbai,MH,Chennai,TN,road,426,15.43,SKU_GEARBOX,183.77,SUP_GUJ_003,FAC_BLR_01,False
SHP_960987C78C,2026-02-24T07:04:39.514738Z,2026-02-24,Mumbai,MH,Kolkata,WB,rail,1477,13.58,SKU_PLASTIC,38.74,SUP_MAH_002,FAC_PUNE_01,False
SHP_C912411550,2026-02-24T07:04:41.519063Z,2026-02-24,Chennai,TN,Jaipur,RJ,road,640,17.32,SKU_STEEL,50.79,SUP_GUJ_003,FAC_PUNE_01,False
